ID,Latitude,Longitude,City,State,Population,Zoo,Num of Zoos,Pet Shops,Num of Pet Shops,Light Rail,Num of Light Rails
25071,43.46004,-84.00674,Saginaw Township North,MI,24994,Children's Zoo at Celebration Square,1.0,PetSmart,2.0,Tim Hortons,8.0
25072,42.56891,-83.38356,West Bloomfield Township,MI,64690,No zoo found,0.0,Premier Pet Supply,17.0,Tim Hortons,39.0
25082,38.6025,-121.37854,Arden-Arcade,CA,92186,Sacramento Zoo,1.0,PetSmart,17.0,Starbucks,99.0
25084,32.76397,-116.96877,Casa de Oro-Mount Helix,CA,18762,No zoo found,0.0,IB Pet,17.0,Starbucks,71.0
25085,33.96772,-118.24438,Florence-Graham,CA,63387,Montebello Barnyard Zoo,1.0,Petco,29.0,Starbucks,189.0
25086,31.13489,-97.77561,Fort Hood,TX,29589,No zoo found,0.0,The Pet Stop,2.0,Starbucks,5.0
25088,34.23216,-118.23529,La Crescenta-Montrose,CA,19653,Los Angeles Zoo,3.0,PET grooming,13.0,Starbucks,89.0
25093,34.09836,-117.92383,Vincent,CA,15922,No zoo found,0.0,Petco,14.0,Starbucks,58.0
25094,33.976,-118.06909,West Whittier-Los Nietos,CA,25540,Montebello Barnyard Zoo,2.0,PetSmart,11.0,Starbucks,59.0
25107,34.19731,-118.64398,West Hills,CA,41426,No zoo found,0.0,Petco,21.0,Starbucks,44.0
25111,33.96358,-117.56418,Eastvale,CA,59039,No zoo found,0.0,PetSmart,9.0,Starbucks,49.0
25122,37.75018,-122.43369,Noe Valley,CA,22893,Bison Paddock,2.0,Noe Valley Pet Company,39.0,Starbucks,258.0
25123,37.71715,-122.40433,Visitacion Valley,CA,22534,San Francisco Zoo,3.0,Bernal Beast,39.0,Four Barrel Coffee,265.0
25136,34.08668,-118.27023,Silver Lake,CA,32890,Los Angeles Zoo,2.0,Echo Bark,35.0,Alfred Coffee Silverlake,246.0
25137,34.07808,-118.26066,Echo Park,CA,43832,Los Angeles Zoo,2.0,K9 Loft,34.0,Muddy Paw Coffee Company,237.0
25141,34.18991,-118.44953,Valley Glen,CA,60000,Los Angeles Zoo,2.0,Petco,33.0,Starbucks,135.0
